"JUD" "DEN_JUD" "DEN_CIRC" "NrAlegatoriListe" "NrAlegatoriListePermanent" "NrAlegatoriListeSuplimentare" "NrAlegatoriUrnaSpeciala" "NrAlegatoriPrezentatiLaUrne" "NrAlegatoriPrezentiLaUrneListaPermanenta" "NrAlegatoriPrezentiLaUrneListaSuplimentara" "NrAlegatoriPrezentiLaUrneListaSpeciala" "NrBuletineVotPrimite" "NrBuletineVotAnulate" "TotalVoturiValabilExprimateLaNivelSectie" "NrVoturiNule" "NrVoturiAlbe" "UNIUNEA SOCIAL LIBERALÃ" "UNIUNEA DEMOCRATÃ MAGHIARÃ DIN ROMÂNIA" "ALIANÞA ROMÂNIA DREAPTÃ" "PARTIDUL ROMÂNIA MARE" "PARTIDUL POPORULUI - DAN DIACONESCU" "ERDÉLYI MAGYAR NÉPPÁRT - PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA" "PARTIDUL ECOLOGIST ROMÂN" "PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR" "PARTIDUL NAÞIONAL DEMOCRAT CREªTIN" "PARTIDUL POPULAR" "PARTIDUL POPULAR ªI AL PROTECÞIEI SOCIALE" "PARTIDUL ALIANÞA SOCIALISTÃ" "BOTOªANI_3_CONÞAC CONSTANTIN"
6 "BISTRIÞA-NÃSÃUD" "ªANÞ" 2643 2622 18 3 1490 1469 18 3 2900 1410 1438 28 24 402 6 935 0 89 2 4 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "ªIEU" 2465 2442 23 0 835 812 23 0 2795 1960 808 15 12 484 50 134 0 112 0 28 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "ªIEU-MÃGHERUª" 3371 3353 14 4 1204 1186 14 4 3599 2395 1163 31 10 505 4 378 0 264 0 12 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "ªIEU-ODORHEI" 2036 2002 30 4 914 880 30 4 2400 1486 875 22 17 600 75 104 0 73 5 18 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "ªIEUÞ" 2145 2075 18 52 1146 1076 18 52 2500 1354 1102 10 34 883 4 121 0 63 0 31 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "ªINTEREAG" 3057 3031 26 0 1086 1060 26 0 3499 2413 1028 29 29 600 73 221 0 116 0 18 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "TÂRLIªUA" 2922 2896 26 0 883 857 26 0 3200 2317 824 18 41 446 4 312 0 57 1 4 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "TEACA" 4613 4576 36 1 1615 1578 36 1 5200 3585 1538 37 40 927 82 174 0 346 0 9 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "TELCIU" 5015 4958 57 0 1690 1633 57 0 5598 3908 1584 30 76 609 5 653 0 237 3 77 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "TIHA BÂRGÃULUI" 5061 5018 41 2 1381 1338 41 2 5600 4219 1307 33 41 659 4 268 0 361 0 15 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "URIU" 2964 2911 22 31 1300 1247 22 31 3401 2101 1259 12 29 691 136 235 0 168 16 13 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "URMENIª" 1583 1564 19 0 645 626 19 0 1799 1154 625 8 12 518 11 24 0 63 0 9 0 0 0 0 0 0
6 "BISTRIÞA-NÃSÃUD" "ZAGRA" 2822 2791 29 2 1140 1109 29 2 3100 1960 1093 14 33 414 0 570 0 101 5 3 0 0 0 0 0 0
7 "BOTOªANI" "ADASENI" 1103 1086 17 0 444 427 17 0 1200 756 426 7 11 301 6 30 8 79 0 0 0 0 2 0 0 0
7 "BOTOªANI" "ALBESTI" 4833 4778 55 0 1755 1700 55 0 5248 3493 1651 48 56 1119 7 271 25 195 0 7 0 0 27 0 0 0
7 "BOTOªANI" "AVRAMENI" 2950 2908 42 0 1222 1180 42 0 3250 2028 1196 12 14 880 6 69 13 221 0 0 0 0 7 0 0 0
7 "BOTOªANI" "BALUSENI" 4103 4043 28 32 1734 1675 28 31 4399 2665 1646 45 41 1172 8 158 32 249 0 7 0 0 15 0 0 5
7 "BOTOªANI" "BLANDESTI" 1721 1708 8 5 806 793 8 5 1900 1094 763 12 31 465 3 76 22 188 0 0 0 0 9 0 0 0
7 "BOTOªANI" "BRAESTI" 1725 1705 17 3 781 761 17 3 1901 1120 760 11 10 538 1 47 12 143 0 8 0 0 11 0 0 0
7 "BOTOªANI" "BROSCAUTI" 2861 2858 2 1 1049 1046 2 1 3100 2051 1018 14 17 783 3 75 16 118 0 12 0 0 11 0 0 0
7 "BOTOªANI" "CALARASI" 2856 2830 26 0 1547 1521 26 0 3104 1557 1466 51 30 1182 3 87 13 152 0 1 0 0 28 0 0 0
7 "BOTOªANI" "CANDESTI" 1692 1683 8 1 645 636 8 1 1851 1206 631 8 6 484 3 30 4 95 0 4 0 0 11 0 0 0
7 "BOTOªANI" "CONCESTI" 1590 1483 16 91 965 879 16 70 1700 735 938 13 14 810 1 72 5 48 0 0 0 0 2 0 0 0
7 "BOTOªANI" "COPALAU" 3308 3299 9 0 1461 1452 9 0 3650 2189 1385 38 38 1054 3 73 27 219 0 0 0 0 9 0 0 0
7 "BOTOªANI" "CORDARENI" 1561 1483 12 66 881 803 12 66 1650 769 842 27 12 655 0 71 11 101 0 0 0 0 4 0 0 0
7 "BOTOªANI" "CORLATENI" 1852 1837 14 1 720 705 14 1 2004 1284 692 17 11 472 2 89 9 107 0 0 0 0 13 0 0 0
7 "BOTOªANI" "CORNI" 5153 5137 16 0 1839 1823 16 0 5650 3811 1736 57 46 1104 6 218 15 368 0 4 0 0 21 0 0 0
7 "BOTOªANI" "COSULA" 2296 2250 21 25 955 909 21 25 2500 1545 890 41 24 532 5 63 16 250 0 5 0 0 19 0 0 0
7 "BOTOªANI" "COTUSCA" 3996 3964 31 1 1505 1473 31 1 4349 2844 1427 50 28 1071 4 91 30 228 0 0 0 0 3 0 0 0
7 "BOTOªANI" "CRISTESTI" 3637 3616 16 5 1217 1196 16 5 3937 2720 1149 36 32 753 2 87 29 247 0 10 0 0 21 0 0 0
7 "BOTOªANI" "CRISTINESTI" 2822 2766 25 31 1103 1047 25 31 3057 1954 1051 25 27 690 1 71 13 201 0 55 0 0 20 0 0 0
7 "BOTOªANI" "CURTESTI" 3986 3918 64 4 1502 1434 64 4 4402 2900 1460 31 11 973 17 202 24 205 0 19 0 0 13 0 0 7
7 "BOTOªANI" "DANGENI" 2360 2294 12 54 1180 1119 12 49 2600 1420 1142 20 18 850 0 83 11 195 0 0 0 0 3 0 0 0
7 "BOTOªANI" "DERSCA" 2589 2569 3 17 860 840 3 17 2750 1890 831 21 8 587 1 102 9 122 0 3 0 0 7 0 0 0
7 "BOTOªANI" "DIMACHENI" 1122 1114 7 1 531 523 7 1 1200 669 509 17 5 423 0 26 7 45 0 2 0 0 6 0 0 0
7 "BOTOªANI" "DOBARCENI" 2140 2113 27 0 884 857 27 0 2349 1465 832 25 27 401 1 114 16 293 0 0 0 0 7 0 0 0
7 "BOTOªANI" "DRAGUSENI" 2127 2116 11 0 980 969 11 0 2301 1321 938 17 25 684 3 76 12 158 0 0 0 0 5 0 0 0
7 "BOTOªANI" "DURNESTI" 3111 3094 16 1 1315 1298 16 1 3400 2085 1241 46 28 859 4 53 28 290 0 0 0 0 7 0 0 0
7 "BOTOªANI" "FRUMUSICA" 4674 4636 38 0 1688 1650 38 0 5101 3413 1584 65 39 1078 8 121 26 302 0 8 0 0 41 0 0 0
7 "BOTOªANI" "GEORGE ENESCU" 2654 2628 26 0 1006 980 26 0 2901 1895 953 40 13 598 1 135 24 164 0 7 0 0 24 0 0 0
7 "BOTOªANI" "GORBANESTI" 2677 2647 30 0 1132 1102 30 0 2960 1828 1080 32 20 728 2 94 25 201 0 10 0 0 13 0 0 7
7 "BOTOªANI" "HANESTI" 1748 1723 25 0 864 839 25 0 1900 1036 826 22 16 563 1 55 9 195 0 0 0 0 3 0 0 0
7 "BOTOªANI" "HAVARNA" 3939 3882 29 28 1517 1460 29 28 4300 2783 1457 36 24 1007 3 152 10 280 0 0 0 0 5 0 0 0
7 "BOTOªANI" "HILISEU-HORIA" 2753 2710 43 0 974 931 43 0 2900 1926 941 28 5 643 1 84 23 175 0 4 0 0 11 0 0 0
7 "BOTOªANI" "HLIPICENI" 2876 2857 19 0 1064 1045 19 0 3150 2086 1010 26 28 545 5 66 17 346 0 4 0 0 27 0 0 0
7 "BOTOªANI" "HUDESTI" 4864 4735 57 72 2390 2261 57 72 5250 2860 2310 56 24 1538 8 446 18 291 0 0 0 0 9 0 0 0
7 "BOTOªANI" "IBANESTI" 3258 3244 14 0 1200 1186 14 0 3501 2301 1148 38 14 741 2 155 11 209 0 20 0 0 10 0 0 0
7 "BOTOªANI" "LEORDA" 2099 2078 21 0 909 888 21 0 2301 1392 890 16 3 676 3 41 19 117 0 23 0 0 11 0 0 0
7 "BOTOªANI" "LOZNA" 1556 1466 31 59 764 674 31 59 1700 936 745 8 11 568 3 40 7 117 0 5 0 0 5 0 0 0
7 "BOTOªANI" "LUNCA" 3731 3704 27 0 1362 1335 27 0 4094 2732 1276 51 35 881 2 127 17 227 0 6 0 0 16 0 0 0
7 "BOTOªANI" "MANOLEASA" 2646 2590 56 0 1335 1279 56 0 2900 1565 1271 38 26 839 6 40 13 360 0 0 0 0 13 0 0 0
7 "BOTOªANI" "MIHAI EMINESCU" 5922 5879 37 6 2552 2509 37 6 6310 3758 2451 65 36 1751 6 156 54 473 0 0 0 0 11 0 0 0
7 "BOTOªANI" "MIHAILENI" 2105 2013 19 73 793 701 19 73 2302 1509 764 18 11 572 1 60 12 103 0 6 0 0 10 0 0 0
7 "BOTOªANI" "MIHALASENI" 1768 1751 17 0 753 736 17 0 1950 1197 721 26 6 491 4 115 3 105 0 0 0 0 3 0 0 0
7 "BOTOªANI" "MILEANCA" 2226 2190 24 12 962 929 24 9 2350 1388 916 26 20 692 6 62 10 137 0 0 0 0 9 0 0 0
7 "BOTOªANI" "MITOC" 1422 1417 5 0 637 632 5 0 1600 963 625 8 4 530 0 23 7 64 0 0 0 0 1 0 0 0
7 "BOTOªANI" "MUNICIPIUL BOTOSANI" 103227 102770 412 45 40915 40458 412 45 113356 72441 39625 1125 164 26519 132 5363 707 4985 0 1065 0 0 164 0 0 690
7 "BOTOªANI" "MUNICIPIUL DOROHOI" 26316 26152 152 12 10691 10527 152 12 28859 18168 10473 173 45 7894 22 990 190 1189 0 141 0 0 47 0 0 0
7 "BOTOªANI" "NICSENI" 2153 2130 23 0 949 926 23 0 2301 1352 898 25 26 581 4 89 15 204 0 0 0 0 5 0 0 0
7 "BOTOªANI" "ORAS BUCECEA" 4353 4322 29 2 1668 1637 29 2 4800 3132 1592 54 22 1126 6 129 17 280 0 13 0 0 21 0 0 0
7 "BOTOªANI" "ORAS DARABANI" 10012 9939 73 0 4431 4358 73 0 10851 6420 4238 152 41 3338 11 460 47 362 0 0 0 0 20 0 0 0
7 "BOTOªANI" "ORAS FLAMANZI" 9428 9348 80 0 3522 3442 80 0 10244 6722 3337 108 77 2366 13 412 37 428 0 14 0 0 67 0 0 0
7 "BOTOªANI" "ORAS SAVENI" 6690 6642 47 1 2839 2791 47 1 7362 4523 2747 65 27 1895 8 257 25 549 0 0 0 0 13 0 0 0
7 "BOTOªANI" "ORAS STEFANESTI" 4527 4475 34 18 1951 1899 34 18 4850 2899 1871 47 33 1262 3 121 32 433 0 0 0 0 20 0 0 0
7 "BOTOªANI" "PALTINIS" 2599 2526 71 2 1202 1129 71 2 2849 1652 1142 29 26 854 1 70 15 200 0 0 0 0 2 0 0 0
7 "BOTOªANI" "POMARLA" 2165 2155 10 0 893 883 10 0 2400 1507 864 16 13 733 0 25 9 88 0 1 0 0 8 0 0 0
7 "BOTOªANI" "PRAJENI" 2593 2564 29 0 1196 1167 29 0 2850 1654 1147 27 22 843 5 96 13 146 0 4 0 0 40 0 0 0
7 "BOTOªANI" "RACHITI" 3795 3774 21 0 1558 1537 21 0 4150 2592 1505 36 15 922 1 267 26 245 0 6 0 0 28 0 0 10
7 "BOTOªANI" "RADAUTI-PRUT" 3016 2977 37 2 1221 1182 37 2 3250 2029 1157 32 32 842 2 123 8 177 0 0 0 0 5 0 0 0
7 "BOTOªANI" "RAUSENI" 2176 2166 10 0 740 730 10 0 2400 1660 705 18 17 500 1 50 2 131 0 3 0 0 18 0 0 0
7 "BOTOªANI" "RIPICENI" 1670 1664 6 0 673 667 6 0 1802 1129 641 15 17 368 1 39 6 223 0 0 0 0 4 0 0 0
7 "BOTOªANI" "ROMA" 2586 2496 11 79 1282 1202 11 69 2851 1569 1224 27 31 918 4 91 21 185 0 0 0 0 5 0 0 0
7 "BOTOªANI" "ROMANESTI" 1703 1692 11 0 809 798 11 0 1850 1041 767 18 24 577 0 40 8 141 0 0 0 0 1 0 0 0
7 "BOTOªANI" "SANTA MARE" 2205 2157 47 1 949 901 47 1 2400 1451 919 24 6 697 1 43 7 167 0 0 0 0 4 0 0 0
7 "BOTOªANI" "SENDRICENI" 3268 3249 19 0 1098 1079 19 0 3550 2452 1065 23 10 796 2 60 33 156 0 2 0 0 16 0 0 0
7 "BOTOªANI" "STAUCENI" 2765 2750 15 0 1144 1129 15 0 3049 1905 1106 23 15 732 5 132 19 191 0 5 0 0 13 0 0 9
7 "BOTOªANI" "STIUBIENI" 2177 2126 3 48 1018 967 3 48 2350 1332 990 8 20 705 1 141 8 133 0 0 0 0 2 0 0 0
7 "BOTOªANI" "SUHARAU" 3907 3878 27 2 1808 1779 27 2 4300 2492 1731 43 34 1225 2 182 29 287 0 0 0 0 6 0 0 0
7 "BOTOªANI" "SULITA" 2567 2551 16 0 1197 1181 16 0 2802 1605 1135 32 30 683 1 41 13 392 0 0 0 0 5 0 0 0
7 "BOTOªANI" "TODIRENI" 2816 2796 20 0 1121 1101 20 0 3050 1929 1067 23 31 771 0 78 16 177 0 3 0 0 22 0 0 0
7 "BOTOªANI" "TRUSESTI" 4481 4463 18 0 1915 1897 18 0 4900 2985 1826 53 36 1220 6 157 38 394 0 0 0 0 11 0 0 0
7 "BOTOªANI" "TUDORA" 3995 3960 14 21 1670 1635 14 21 4301 2631 1609 35 26 1219 6 170 12 171 0 8 0 0 23 0 0 0
7 "BOTOªANI" "UNGURENI" 5323 5279 39 5 1898 1854 39 5 5761 3863 1830 35 33 1364 5 128 31 286 0 0 0 0 16 0 0 0
7 "BOTOªANI" "UNTENI" 2277 2248 16 13 1005 976 16 13 2550 1545 952 26 27 707 2 72 25 143 0 0 0 0 3 0 0 0
7 "BOTOªANI" "VACULESTI" 1702 1677 17 8 764 740 17 7 1850 1086 748 4 12 585 0 61 15 80 0 5 0 0 2 0 0 0
7 "BOTOªANI" "VARFU CAMPULUI" 2873 2817 17 39 1367 1311 17 39 3152 1785 1309 32 26 1012 5 96 20 136 0 19 0 0 21 0 0 0
7 "BOTOªANI" "VIISOARA" 1682 1676 6 0 741 735 6 0 1850 1109 693 27 21 481 3 64 22 120 0 0 0 0 3 0 0 0
7 "BOTOªANI" "VLADENI" 3918 3901 17 0 1493 1476 17 0 4250 2757 1422 40 31 1073 1 79 25 208 0 7 0 0 29 0 0 0
7 "BOTOªANI" "VLASINESTI" 2475 2402 16 57 1312 1239 16 57 2652 1340 1259 38 15 947 1 75 12 212 0 0 0 0 12 0 0 0
7 "BOTOªANI" "VORNICENI" 3257 3207 49 1 1272 1222 49 1 3600 2328 1200 37 35 804 6 153 17 217 0 0 0 0 3 0 0 0
7 "BOTOªANI" "VORONA" 6327 6281 40 6 2275 2229 40 6 6950 4675 2166 67 42 1646 9 76 36 357 0 11 0 0 31 0 0 0
8 "BRAªOV" "APAÞA" 2284 2282 2 0 925 923 2 0 2400 1475 871 38 16 138 320 126 12 237 33 5 0 0 0 0 0 0
8 "BRAªOV" "AUGUSTIN" 1192 1176 13 3 606 590 13 3 1300 694 565 27 14 295 6 197 7 54 0 6 0 0 0 0 0 0
8 "BRAªOV" "BECLEAN" 1414 1368 45 1 596 550 45 1 1700 1104 572 21 3 367 3 104 19 61 1 17 0 0 0 0 0 0
8 "BRAªOV" "BOD" 3794 3747 35 12 1399 1352 35 12 4100 2701 1342 33 24 862 100 210 32 122 0 16 0 0 0 0 0 0
8 "BRAªOV" "BRAN" 4623 4507 116 0 1847 1731 116 0 4990 3143 1785 41 21 1144 7 420 43 126 0 45 0 0 0 0 0 0
8 "BRAªOV" "BUDILA" 2741 2651 28 62 1535 1447 28 60 3000 1465 1438 64 33 681 257 292 13 172 0 23 0 0 0 0 0 0
8 "BRAªOV" "BUNEªTI" 1954 1926 28 0 816 788 28 0 2201 1385 771 33 12 515 5 49 23 165 1 13 0 0 0 0 0 0
8 "BRAªOV" "CAÞA" 2093 2055 29 9 1117 1079 29 9 2399 1282 1049 38 30 639 158 52 31 143 9 17 0 0 0 0 0 0
8 "BRAªOV" "CINCU" 1519 1502 8 9 655 638 8 9 1600 945 633 20 2 200 2 146 8 272 0 5 0 0 0 0 0 0
8 "BRAªOV" "COMÃNA" 2119 2083 35 1 1097 1061 35 1 2398 1301 1056 16 25 687 4 271 21 54 0 19 0 0 0 0 0 0
8 "BRAªOV" "CRISTIAN" 3959 3892 45 22 1824 1758 45 21 4207 2382 1761 49 14 1103 23 371 40 158 0 66 0 0 0 0 0 0
8 "BRAªOV" "CRIZBAV" 1699 1665 13 21 949 915 13 21 1800 851 887 41 21 141 152 454 13 114 8 5 0 0 0 0 0 0
8 "BRAªOV" "DRÃGUª" 910 885 2 23 487 462 2 23 1000 513 463 3 21 103 2 305 10 40 0 3 0 0 0 0 0 0
8 "BRAªOV" "DUMBRÃVIÞA" 4011 4007 4 0 1398 1394 4 0 4402 3004 1333 42 23 893 0 178 33 205 2 22 0 0 0 0 0 0
8 "BRAªOV" "FELDIOARA" 5765 5681 48 36 2448 2364 48 36 6100 3652 2334 67 47 1658 49 190 65 336 5 31 0 0 0 0 0 0
8 "BRAªOV" "FUNDATA" 734 712 11 11 256 235 10 11 904 648 248 4 4 186 0 36 7 13 0 6 0 0 0 0 0 0
8 "BRAªOV" "HÃLCHIU" 3697 3679 15 3 1691 1673 15 3 4100 2409 1596 60 35 775 188 344 37 216 0 36 0 0 0 0 0 0
8 "BRAªOV" "HÃRMAN" 4645 4621 23 1 1700 1676 23 1 5200 3500 1658 26 16 1042 35 319 51 185 0 26 0 0 0 0 0 0
8 "BRAªOV" "HÂRSENI" 1880 1865 15 0 805 790 15 0 2199 1394 761 28 16 396 5 135 52 114 2 57 0 0 0 0 0 0
8 "BRAªOV" "HOGHIZ" 3952 3912 39 1 1392 1352 39 1 4400 3008 1331 41 20 552 274 122 52 301 6 24 0 0 0 0 0 0
8 "BRAªOV" "HOLBAV" 1051 1042 5 4 486 477 5 4 1200 714 473 5 8 376 0 35 18 40 0 4 0 0 0 0 0 0
8 "BRAªOV" "HOMOROD" 1964 1940 23 1 638 614 23 1 2100 1462 595 25 18 230 173 64 25 79 13 11 0 0 0 0 0 0
8 "BRAªOV" "JIBERT" 2040 2022 18 0 772 754 18 0 2402 1630 736 17 19 432 91 89 33 80 2 9 0 0 0 0 0 0
8 "BRAªOV" "LISA" 1460 1441 15 4 619 600 15 4 1600 981 591 15 13 346 4 125 21 91 0 4 0 0 0 0 0 0
8 "BRAªOV" "MÃIERUª" 2103 2095 8 0 1034 1026 8 0 2301 1267 973 39 22 681 6 103 20 150 2 11 0 0 0 0 0 0
8 "BRAªOV" "MÂNDRA" 2400 2313 37 50 1176 1089 37 50 2700 1524 1141 22 13 792 4 161 26 140 2 16 0 0 0 0 0 0
8 "BRAªOV" "MOIECIU" 3943 3881 51 11 1772 1710 51 11 4400 2628 1723 30 19 1137 4 349 21 155 0 57 0 0 0 0 0 0
8 "BRAªOV" "MUNICIPIUL BRAªOV" 253084 252234 715 135 107668 106821 715 132 278434 170796 104264 2817 550 59507 5864 23276 3443 7969 703 3502 0 0 0 0 0 0
8 "BRAªOV" "MUNICIPIUL CODLEA" 21271 21145 118 8 7715 7589 118 8 23194 15479 7444 229 42 4913 133 1029 269 931 22 147 0 0 0 0 0 0
8 "BRAªOV" "MUNICIPIUL FÃGÃRAª" 33911 33684 223 4 11566 11339 223 4 36200 24634 11114 377 75 7267 302 1759 460 942 41 343 0 0 0 0 0 0
8 "BRAªOV" "MUNICIPIUL SÃCELE" 26856 26712 126 18 10958 10814 126 18 29426 18468 10447 430 81 4836 2034 1947 331 1091 0 208 0 0 0 0 0 0
8 "BRAªOV" "ORAª GHIMBAV" 4832 4813 19 0 1969 1950 19 0 5200 3231 1895 59 15 901 56 242 51 589 0 56 0 0 0 0 0 0
8 "BRAªOV" "ORAª PREDEAL" 4548 4506 41 1 1857 1815 41 1 5101 3244 1788 62 7 768 29 580 31 268 0 112 0 0 0 0 0 0
8 "BRAªOV" "ORAª RÂªNOV" 14314 14234 76 4 5826 5746 76 4 15514 9688 5576 212 38 3478 55 1034 143 535 0 331 0 0 0 0 0 0
8 "BRAªOV" "ORAª RUPEA" 4938 4897 38 3 1751 1710 38 3 5500 3749 1665 61 25 802 201 381 75 149 17 40 0 0 0 0 0 0
8 "BRAªOV" "ORAª VICTORIA" 7594 7542 48 4 2239 2187 48 4 8100 5860 2177 52 10 1237 10 498 70 273 2 87 0 0 0 0 0 0
8 "BRAªOV" "ORAª ZÃRNEªTI" 21894 21757 128 9 9263 9126 128 9 23701 14438 8869 310 84 6256 94 1251 275 824 0 169 0 0 0 0 0 0
8 "BRAªOV" "ORMENIª" 1537 1491 1 45 883 837 1 45 1600 717 839 33 11 205 567 27 6 20 8 6 0 0 0 0 0 0
8 "BRAªOV" "PÃRÃU" 1689 1680 9 0 597 588 9 0 1900 1303 550 22 25 310 4 115 21 85 1 14 0 0 0 0 0 0
8 "BRAªOV" "POIANA MÃRULUI" 2710 2661 49 0 1013 964 49 0 3000 1987 970 29 14 580 4 203 33 139 0 11 0 0 0 0 0 0
8 "BRAªOV" "PREJMER" 7729 7651 74 4 2855 2777 74 4 8400 5545 2710 115 30 1361 38 774 76 425 0 36 0 0 0 0 0 0
8 "BRAªOV" "RACOª" 2468 2449 19 0 896 877 19 0 2700 1804 830 32 34 178 431 79 19 97 9 17 0 0 0 0 0 0
8 "BRAªOV" "RECEA" 2539 2523 16 0 827 811 16 0 2800 1973 803 12 12 365 4 230 24 162 2 16 0 0 0 0 0 0
8 "BRAªOV" "SÂMBÃTA DE SUS" 1315 1313 2 0 462 460 2 0 1400 938 448 9 5 251 2 121 7 59 1 7 0 0 0 0 0 0
8 "BRAªOV" "SÂNPETRU" 3980 3944 35 1 1608 1572 35 1 4402 2794 1560 40 8 1010 49 269 27 159 0 46 0 0 0 0 0 0
8 "BRAªOV" "ªERCAIA" 2196 2152 19 25 834 790 19 25 2400 1566 792 28 14 495 60 79 39 96 4 19 0 0 0 0 0 0
8 "BRAªOV" "ªINCA" 2760 2740 20 0 1155 1135 20 0 3100 1945 1094 32 29 462 8 222 46 327 2 27 0 0 0 0 0 0
8 "BRAªOV" "ªINCA NOUÃ" 1338 1316 22 0 771 749 22 0 1500 729 728 28 15 464 4 90 37 118 1 14 0 0 0 0 0 0
8 "BRAªOV" "ªOARª" 1592 1575 17 0 727 710 17 0 1801 1074 686 20 21 375 2 91 14 193 1 10 0 0 0 0 0 0
8 "BRAªOV" "TÃRLUNGENI" 6331 6266 39 26 3112 3047 39 26 6900 3788 2950 111 51 675 993 445 39 770 0 28 0 0 0 0 0 0
8 "BRAªOV" "TELIU" 3095 3066 17 12 1644 1617 17 10 3400 1756 1553 57 34 860 217 181 17 258 0 20 0 0 0 0 0 0
8 "BRAªOV" "TICUªU" 748 730 10 8 416 398 10 8 900 484 386 10 20 230 32 53 10 55 2 4 0 0 0 0 0 0
8 "BRAªOV" "UCEA" 1884 1864 20 0 665 645 20 0 2200 1535 644 13 8 369 0 112 26 132 0 5 0 0 0 0 0 0
8 "BRAªOV" "UNGRA" 1610 1601 7 2 571 562 7 2 1700 1129 518 26 27 327 5 47 19 104 1 15 0 0 0 0 0 0
8 "BRAªOV" "VAMA BUZÃULUI" 2686 2660 12 14 1374 1348 12 14 2900 1526 1297 17 60 947 5 96 17 218 0 14 0 0 0 0 0 0
8 "BRAªOV" "VIªTEA" 1734 1703 25 6 677 646 25 6 2094 1417 657 13 7 234 2 290 16 96 2 17 0 0 0 0 0 0
8 "BRAªOV" "VOILA" 2554 2479 70 5 1030 955 70 5 3000 1970 990 23 17 651 4 111 26 176 0 22 0 0 0 0 0 0
8 "BRAªOV" "VULCAN" 3705 3681 21 3 1292 1268 21 3 4100 2808 1236 35 21 707 7 285 45 172 0 20 0 0 0 0 0 0
9 "BRÃILA" "BÃRÃGANUL" 2713 2707 6 0 870 864 6 0 3004 2134 840 16 14 562 4 49 0 206 0 0 0 0 19 0 0 0
9 "BRÃILA" "BERTEªTII DE JOS" 2541 2523 18 0 1071 1053 18 0 2803 1732 1022 19 30 752 2 26 0 231 0 0 0 0 11 0 0 0
9 "BRÃILA" "BORDEI VERDE" 2286 2275 11 0 899 888 11 0 2500 1601 860 25 14 600 1 88 0 145 0 0 0 0 26 0 0 0
9 "BRÃILA" "CAZASU" 2752 2745 7 0 1018 1011 7 0 2900 1882 968 23 27 597 4 112 0 220 0 22 0 0 13 0 0 0
9 "BRÃILA" "CHIªCANI" 4674 4652 22 0 1544 1522 22 0 5100 3556 1472 40 32 877 6 116 0 451 0 0 0 0 22 0 0 0
9 "BRÃILA" "CIOCILE" 2246 2246 0 0 924 924 0 0 2405 1481 861 45 18 571 3 77 0 186 0 0 0 0 24 0 0 0
9 "BRÃILA" "CIREªU" 2643 2632 11 0 1057 1046 11 0 2900 1843 1025 21 11 817 6 56 0 127 0 0 0 0 19 0 0 0
9 "BRÃILA" "DUDEªTI" 3085 3046 39 0 1208 1169 39 0 3400 2192 1137 50 21 777 4 41 0 297 0 0 0 0 18 0 0 0
9 "BRÃILA" "FRECÃÞEI" 1110 1102 8 0 519 511 8 0 1300 781 507 9 3 380 0 59 0 62 0 0 0 0 6 0 0 0
9 "BRÃILA" "GALBENU" 2594 2552 42 0 1164 1122 42 0 2800 1636 1123 27 14 849 2 53 0 191 0 6 0 0 22 0 0 0
9 "BRÃILA" "GEMENELE" 1519 1463 4 52 746 690 4 52 1700 954 725 11 10 577 1 39 0 103 0 2 0 0 3 0 0 0
9 "BRÃILA" "GRADIªTEA" 1980 1864 17 99 1087 976 17 94 2100 1013 1015 26 46 857 3 30 0 112 0 5 0 0 8 0 0 0
9 "BRÃILA" "GROPENI" 2828 2803 25 0 1508 1483 25 0 3000 1492 1419 66 23 951 7 59 0 389 0 0 0 0 13 0 0 0
9 "BRÃILA" "JIRLÃU" 2628 2623 5 0 744 739 5 0 2900 2156 711 24 9 401 1 76 0 201 0 3 0 0 29 0 0 0
9 "BRÃILA" "MÃRAªU" 2405 2388 17 0 708 691 17 0 2695 1987 663 27 18 383 8 90 0 168 0 0 0 0 14 0 0 0
9 "BRÃILA" "MÃXINENI" 2912 2872 19 21 1057 1017 19 21 3200 2143 998 21 38 627 2 67 0 278 0 11 0 0 13 0 0 0
9 "BRÃILA" "MIRCEA VODÃ" 2796 2766 10 20 1113 1083 10 20 3110 1997 1078 22 13 697 2 163 0 191 0 6 0 0 19 0 0 0
9 "BRÃILA" "MOVILA MIRESII" 3437 3378 59 0 1611 1552 59 0 3698 2087 1523 54 34 1189 9 40 0 262 0 11 0 0 12 0 0 0
